employee_id,rank,location,nationality,manager,department,grade_level,contract_type,flight_type,performance_flag,tenure_years,engage_sentiment_score,absence_days_past_6_months,engage_sentiment,nps_valid_from,sentiment_valid_from,crewnps
778ef185-b44c-4ad3-a328-bd48aef23939,Cabin Crew,Riyadh,UK,Manager 4,Ground Services,G2,Part-time,Long-haul,Meets Expectations,0.4,3.12,4,neutral,2023-07-25,2023-07-11,37.8
5eab4764-5df7-4727-b49a-b5b4d7d17ee0,Cabin Manager,Riyadh,USA,Manager 12,Inflight,G2,Full-time,Mixed,Low Performer,14.4,2.01,2,unfavorable,2023-12-26,2024-01-10,30.0
5eab4764-5df7-4727-b49a-b5b4d7d17ee0,Cabin Crew,Abu Dhabi,USA,Manager 12,Training,G2,Full-time,Short-haul,Meets Expectations,0.4,4.93,1,favorable,2024-04-13,2024-06-12,69.81
5eab4764-5df7-4727-b49a-b5b4d7d17ee0,Cabin Manager,Riyadh,UK,Manager 16,Ground Services,G1,Full-time,Short-haul,Meets Expectations,3.9,3.56,3,favorable,2023-05-07,2024-10-14,46.42
5eab4764-5df7-4727-b49a-b5b4d7d17ee0,Cabin Manager,Abu Dhabi,CANADA,Manager 10,Operations,G1,Part-time,Long-haul,Meets Expectations,5.1,4.38,3,favorable,2024-07-09,2023-06-30,48.75
5eab4764-5df7-4727-b49a-b5b4d7d17ee0,Cabin Crew,Dammam,UAE,Manager 14,Training,G2,Part-time,Mixed,Meets Expectations,15.9,2.66,0,neutral,2024-04-04,2023-12-31,36.03
7a487206-cb6c-4db7-8791-cfe5a58e0b32,Cabin Crew,Riyadh,INDIA,Manager 13,Inflight,G1,Full-time,Short-haul,Meets Expectations,11.5,2.42,2,unfavorable,2024-09-28,2024-04-10,38.78
7a487206-cb6c-4db7-8791-cfe5a58e0b32,Flight Manager,Riyadh,INDIA,Manager 9,Training,G1,Contract,Long-haul,High Performer,2.9,3.21,2,neutral,2024-09-05,2024-03-28,50.8
0076e67b-b174-4c2a-9bcb-b6531d6b3c16,Cabin Crew,Jeddah,CANADA,Manager 7,Operations,G3,Part-time,Long-haul,High Performer,14.3,2.74,2,neutral,2023-05-13,2023-09-22,45.2
0076e67b-b174-4c2a-9bcb-b6531d6b3c16,Cabin Manager,Riyadh,PHILIPPINES,Manager 12,Inflight,G2,Part-time,Mixed,Meets Expectations,2.8,3.86,2,favorable,2023-10-04,2023-04-26,55.51
0076e67b-b174-4c2a-9bcb-b6531d6b3c16,Cabin Crew,Riyadh,CANADA,Manager 5,Operations,G2,Part-time,Mixed,Meets Expectations,5.5,2.06,3,unfavorable,2024-07-09,2023-10-27,30.0
0076e67b-b174-4c2a-9bcb-b6531d6b3c16,Cabin Crew,Jeddah,PHILIPPINES,Manager 18,Ground Services,G2,Part-time,Long-haul,High Performer,1.5,2.8,3,neutral,2024-01-15,2024-01-20,36.56
0076e67b-b174-4c2a-9bcb-b6531d6b3c16,Cabin Crew,Jeddah,PHILIPPINES,Manager 4,Training,G1,Full-time,Mixed,High Performer,5.1,4.58,3,favorable,2024-06-07,2024-08-24,57.08
b51ebbb2-00d3-42b4-80ed-2dd4665b410d,Cabin Crew,Dammam,CANADA,Manager 2,Operations,G1,Contract,Mixed,Low Performer,3.9,4.02,3,favorable,2024-11-15,2023-09-20,56.62
b51ebbb2-00d3-42b4-80ed-2dd4665b410d,Cabin Manager,Riyadh,INDIA,Manager 3,Ground Services,G1,Contract,Short-haul,High Performer,4.7,1.67,1,unfavorable,2024-03-07,2024-08-03,34.03
b51ebbb2-00d3-42b4-80ed-2dd4665b410d,Cabin Crew,Dammam,UAE,Manager 12,Inflight,G2,Contract,Mixed,Meets Expectations,5.7,4.55,4,favorable,2023-06-15,2023-11-06,55.25
b51ebbb2-00d3-42b4-80ed-2dd4665b410d,Cabin Crew,Dammam,INDIA,Manager 3,Inflight,G1,Contract,Long-haul,High Performer,1.0,3.36,1,neutral,2024-05-07,2024-05-24,45.22
b51ebbb2-00d3-42b4-80ed-2dd4665b410d,Cabin Crew,Jeddah,INDIA,Manager 4,Ground Services,G2,Full-time,Mixed,Meets Expectations,1.8,3.72,0,favorable,2023-04-20,2024-11-18,49.79
60df806d-3357-43fd-81d8-460f5bea5ea3,Cabin Crew,Abu Dhabi,INDIA,Manager 6,Ground Services,G1,Part-time,Long-haul,Meets Expectations,6.7,2.18,4,unfavorable,2024-09-17,2024-01-02,30.0
60df806d-3357-43fd-81d8-460f5bea5ea3,Cabin Manager,Dammam,CANADA,Manager 12,Inflight,G2,Part-time,Long-haul,Meets Expectations,0.9,2.77,1,neutral,2023-07-16,2023-12-14,35.54
60df806d-3357-43fd-81d8-460f5bea5ea3,Flight Manager,Abu Dhabi,CANADA,Manager 19,Operations,G3,Full-time,Mixed,Meets Expectations,2.1,4.23,1,favorable,2024-04-01,2024-01-03,75.18
ece06504-62a2-4cfc-a012-6ab01c16ecd3,Cabin Crew,Riyadh,CANADA,Manager 10,Ground Services,G1,Part-time,Mixed,Meets Expectations,5.5,2.32,3,unfavorable,2024-10-13,2023-11-25,35.85
ece06504-62a2-4cfc-a012-6ab01c16ecd3,Cabin Manager,Jeddah,INDIA,Manager 1,Operations,G2,Full-time,Mixed,High Performer,13.9,1.66,2,unfavorable,2023-08-14,2024-04-22,38.63
ece06504-62a2-4cfc-a012-6ab01c16ecd3,Cabin Manager,Riyadh,UAE,Manager 17,Inflight,G3,Contract,Short-haul,Meets Expectations,0.4,2.51,2,neutral,2024-10-07,2024-01-09,30.0
ece06504-62a2-4cfc-a012-6ab01c16ecd3,Cabin Crew,Riyadh,PHILIPPINES,Manager 16,Operations,G3,Full-time,Short-haul,Low Performer,3.6,1.28,1,unfavorable,2023-09-29,2024-11-08,30.0
ece06504-62a2-4cfc-a012-6ab01c16ecd3,Flight Manager,Jeddah,USA,Manager 9,Operations,G1,Part-time,Mixed,Low Performer,0.4,3.87,0,favorable,2023-08-04,2024-01-08,65.19
a651d029-a1a8-4ebc-a236-d8233e9b2017,Cabin Crew,Riyadh,PHILIPPINES,Manager 9,Ground Services,G2,Part-time,Long-haul,Meets Expectations,2.4,1.59,1,unfavorable,2024-05-28,2024-09-06,30.0
a651d029-a1a8-4ebc-a236-d8233e9b2017,Cabin Crew,Jeddah,PHILIPPINES,Manager 9,Operations,G1,Part-time,Mixed,High Performer,1.0,2.14,2,unfavorable,2024-10-19,2024-05-14,30.0
a651d029-a1a8-4ebc-a236-d8233e9b2017,Cabin Manager,Abu Dhabi,USA,Manager 12,Operations,G3,Contract,Short-haul,High Performer,5.2,4.52,1,favorable,2024-12-02,2024-04-16,73.67
6579956b-9059-4d3b-8ee7-dd4e59ac307f,Cabin Crew,Riyadh,INDIA,Manager 9,Operations,G1,Full-time,Short-haul,Meets Expectations,7.1,3.16,2,neutral,2024-04-21,2023-06-12,47.53
6579956b-9059-4d3b-8ee7-dd4e59ac307f,Cabin Manager,Jeddah,UAE,Manager 15,Inflight,G2,Full-time,Mixed,Meets Expectations,1.4,2.29,1,unfavorable,2023-07-29,2024-01-18,30.0
6579956b-9059-4d3b-8ee7-dd4e59ac307f,Cabin Manager,Dammam,UAE,Manager 2,Inflight,G3,Part-time,Long-haul,Meets Expectations,6.2,3.19,3,neutral,2023-06-14,2024-02-10,30.0
6579956b-9059-4d3b-8ee7-dd4e59ac307f,Cabin Crew,Riyadh,PHILIPPINES,Manager 11,Training,G1,Full-time,Long-haul,High Performer,3.0,1.87,0,unfavorable,2024-11-30,2024-11-11,32.9
6579956b-9059-4d3b-8ee7-dd4e59ac307f,Cabin Manager,Abu Dhabi,USA,Manager 11,Inflight,G1,Part-time,Short-haul,Meets Expectations,1.7,1.1,2,unfavorable,2024-05-28,2024-01-11,30.0
7786555f-2ed0-4db9-a86b-67a8ffb2f1e4,Cabin Crew,Jeddah,UK,Manager 8,Inflight,G1,Full-time,Short-haul,Meets Expectations,3.7,3.41,1,neutral,2024-07-24,2024-09-10,54.53
7786555f-2ed0-4db9-a86b-67a8ffb2f1e4,Cabin Crew,Riyadh,INDIA,Manager 6,Training,G1,Contract,Short-haul,Meets Expectations,2.4,3.86,0,favorable,2024-12-03,2023-08-11,58.54
7786555f-2ed0-4db9-a86b-67a8ffb2f1e4,Cabin Crew,Riyadh,PHILIPPINES,Manager 20,Training,G1,Contract,Long-haul,High Performer,1.3,4.52,2,favorable,2023-08-10,2024-02-08,62.85
7786555f-2ed0-4db9-a86b-67a8ffb2f1e4,Cabin Manager,Riyadh,UAE,Manager 7,Ground Services,G3,Full-time,Short-haul,Low Performer,7.1,4.09,2,favorable,2024-12-04,2023-08-21,45.13
2f416da0-6c43-4d71-84c2-e104491f930b,Cabin Crew,Abu Dhabi,CANADA,Manager 3,Ground Services,G3,Contract,Short-haul,Meets Expectations,8.0,4.71,2,favorable,2024-03-22,2024-03-12,61.12
2f416da0-6c43-4d71-84c2-e104491f930b,Cabin Crew,Jeddah,CANADA,Manager 8,Inflight,G2,Contract,Long-haul,Meets Expectations,8.1,4.94,2,favorable,2023-11-07,2024-09-04,51.86
2f416da0-6c43-4d71-84c2-e104491f930b,Cabin Crew,Dammam,USA,Manager 18,Operations,G1,Contract,Short-haul,Meets Expectations,2.4,3.98,0,favorable,2024-06-21,2024-04-09,65.53
2f416da0-6c43-4d71-84c2-e104491f930b,Cabin Manager,Dammam,USA,Manager 17,Ground Services,G2,Part-time,Short-haul,Low Performer,0.9,4.47,4,favorable,2024-03-18,2023-07-03,51.28
a7c210a3-f743-4a1e-935a-b6d43321bf6f,Cabin Crew,Dammam,PHILIPPINES,Manager 11,Ground Services,G3,Full-time,Mixed,Meets Expectations,9.2,3.69,1,favorable,2024-07-24,2024-02-05,54.1
a7c210a3-f743-4a1e-935a-b6d43321bf6f,Cabin Crew,Jeddah,UK,Manager 2,Inflight,G1,Full-time,Short-haul,Meets Expectations,2.0,1.68,1,unfavorable,2024-02-14,2024-10-26,33.73
a7c210a3-f743-4a1e-935a-b6d43321bf6f,Cabin Crew,Dammam,UAE,Manager 19,Operations,G2,Part-time,Mixed,High Performer,6.9,1.73,3,unfavorable,2024-08-23,2023-12-22,30.0
a7c210a3-f743-4a1e-935a-b6d43321bf6f,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 7,Training,G1,Part-time,Short-haul,Meets Expectations,8.5,1.44,2,unfavorable,2024-08-10,2023-05-06,30.0
f5d32f38-7554-4dd8-bf11-5085b4f7cfdc,Cabin Manager,Jeddah,UK,Manager 18,Training,G1,Contract,Short-haul,Meets Expectations,7.3,4.77,1,favorable,2024-02-10,2023-09-29,64.99
f5d32f38-7554-4dd8-bf11-5085b4f7cfdc,Cabin Crew,Riyadh,USA,Manager 8,Inflight,G2,Full-time,Mixed,High Performer,2.5,3.69,2,favorable,2024-05-22,2023-05-10,66.64
f5d32f38-7554-4dd8-bf11-5085b4f7cfdc,Cabin Crew,Abu Dhabi,CANADA,Manager 14,Inflight,G3,Part-time,Short-haul,High Performer,13.9,4.16,2,favorable,2023-09-27,2023-04-13,65.85
f5d32f38-7554-4dd8-bf11-5085b4f7cfdc,Flight Manager,Riyadh,INDIA,Manager 7,Operations,G2,Contract,Mixed,High Performer,5.4,2.32,2,unfavorable,2024-08-02,2024-02-07,47.83
f5d32f38-7554-4dd8-bf11-5085b4f7cfdc,Cabin Crew,Dammam,CANADA,Manager 4,Inflight,G2,Full-time,Short-haul,High Performer,4.3,2.84,1,neutral,2023-09-20,2024-02-27,55.06
4550b109-3c04-4719-b637-d8fb09528352,Flight Manager,Abu Dhabi,UAE,Manager 17,Inflight,G2,Contract,Mixed,Meets Expectations,6.0,1.16,1,unfavorable,2024-04-07,2023-09-27,34.35
4550b109-3c04-4719-b637-d8fb09528352,Cabin Crew,Jeddah,UAE,Manager 5,Inflight,G1,Full-time,Mixed,Meets Expectations,0.2,4.56,0,favorable,2023-07-03,2024-02-23,54.21
4550b109-3c04-4719-b637-d8fb09528352,Cabin Manager,Abu Dhabi,CANADA,Manager 12,Operations,G3,Contract,Short-haul,Meets Expectations,2.5,4.41,2,favorable,2024-10-22,2024-05-20,57.35
3ab070fa-0efa-490f-81e3-9926ea2e3bf7,Cabin Crew,Riyadh,CANADA,Manager 9,Inflight,G3,Full-time,Short-haul,High Performer,10.7,4.14,3,favorable,2024-03-14,2024-04-20,62.96
3ab070fa-0efa-490f-81e3-9926ea2e3bf7,Cabin Crew,Jeddah,UK,Manager 20,Ground Services,G1,Full-time,Mixed,Meets Expectations,0.9,1.23,6,unfavorable,2023-09-09,2023-06-08,30.0
3ab070fa-0efa-490f-81e3-9926ea2e3bf7,Cabin Manager,Abu Dhabi,PHILIPPINES,Manager 13,Operations,G3,Full-time,Long-haul,Meets Expectations,2.7,1.7,4,unfavorable,2024-12-12,2024-10-13,30.0
1abf8d49-5d11-4246-bd94-d1f225940328,Cabin Manager,Abu Dhabi,USA,Manager 18,Ground Services,G2,Full-time,Short-haul,Meets Expectations,2.6,2.34,0,unfavorable,2024-09-07,2024-08-26,30.0
1abf8d49-5d11-4246-bd94-d1f225940328,Cabin Manager,Abu Dhabi,UK,Manager 20,Operations,G3,Contract,Short-haul,High Performer,2.2,2.05,1,unfavorable,2024-01-20,2024-03-04,42.19
1abf8d49-5d11-4246-bd94-d1f225940328,Cabin Crew,Abu Dhabi,INDIA,Manager 9,Ground Services,G1,Part-time,Long-haul,High Performer,4.1,4.35,2,favorable,2024-08-03,2024-11-09,67.03
1abf8d49-5d11-4246-bd94-d1f225940328,Cabin Manager,Jeddah,CANADA,Manager 4,Operations,G3,Full-time,Long-haul,High Performer,27.9,1.78,4,unfavorable,2024-12-20,2023-09-19,42.56
1abf8d49-5d11-4246-bd94-d1f225940328,Cabin Manager,Riyadh,INDIA,Manager 8,Training,G1,Full-time,Mixed,Meets Expectations,1.5,3.13,3,neutral,2024-01-26,2023-12-02,46.96
03e4e716-97cc-4ff6-8bcf-adc9e5e1cb8f,Cabin Crew,Abu Dhabi,INDIA,Manager 1,Inflight,G2,Full-time,Short-haul,Meets Expectations,6.1,3.29,4,neutral,2023-11-21,2023-05-29,43.38
03e4e716-97cc-4ff6-8bcf-adc9e5e1cb8f,Cabin Manager,Jeddah,UK,Manager 17,Inflight,G1,Full-time,Mixed,Meets Expectations,7.1,2.7,0,neutral,2024-08-13,2024-12-08,40.81
03e4e716-97cc-4ff6-8bcf-adc9e5e1cb8f,Cabin Manager,Riyadh,USA,Manager 9,Operations,G3,Contract,Short-haul,Meets Expectations,4.4,1.96,4,unfavorable,2024-01-26,2024-04-24,30.0
03e4e716-97cc-4ff6-8bcf-adc9e5e1cb8f,Cabin Crew,Abu Dhabi,UAE,Manager 20,Ground Services,G2,Part-time,Long-haul,Low Performer,0.5,4.84,0,favorable,2024-11-14,2024-04-09,61.71
07939911-9a88-415f-9966-66f0d78d047b,Cabin Crew,Riyadh,PHILIPPINES,Manager 13,Training,G3,Part-time,Mixed,Meets Expectations,4.2,2.65,1,neutral,2024-03-04,2023-07-18,36.65
07939911-9a88-415f-9966-66f0d78d047b,Cabin Crew,Riyadh,UAE,Manager 2,Ground Services,G1,Part-time,Short-haul,Meets Expectations,15.3,3.91,1,favorable,2024-04-19,2024-03-26,50.45
07939911-9a88-415f-9966-66f0d78d047b,Cabin Crew,Jeddah,USA,Manager 13,Inflight,G2,Contract,Short-haul,High Performer,2.1,1.74,1,unfavorable,2024-04-11,2024-05-11,30.0
07939911-9a88-415f-9966-66f0d78d047b,Cabin Crew,Riyadh,UAE,Manager 9,Inflight,G1,Part-time,Long-haul,Meets Expectations,5.1,4.29,2,favorable,2024-10-02,2023-06-02,52.56
3f757744-89fc-4e88-9a83-f9c632ef5689,Cabin Crew,Jeddah,CANADA,Manager 20,Ground Services,G3,Contract,Long-haul,High Performer,16.0,1.86,2,unfavorable,2024-08-13,2024-05-17,30.0
3f757744-89fc-4e88-9a83-f9c632ef5689,Cabin Crew,Abu Dhabi,CANADA,Manager 6,Operations,G1,Contract,Short-haul,Meets Expectations,8.0,3.7,3,favorable,2023-09-20,2024-03-08,51.54
3f757744-89fc-4e88-9a83-f9c632ef5689,Cabin Crew,Riyadh,UK,Manager 1,Operations,G3,Full-time,Long-haul,Meets Expectations,5.8,3.03,2,neutral,2023-05-09,2024-07-29,44.56
f78fb367-02e2-49b3-9486-60fe5ed7be7f,Cabin Crew,Riyadh,INDIA,Manager 5,Ground Services,G3,Contract,Long-haul,Meets Expectations,17.7,1.59,0,unfavorable,2024-08-08,2024-11-04,30.0
f78fb367-02e2-49b3-9486-60fe5ed7be7f,Cabin Manager,Dammam,USA,Manager 3,Inflight,G2,Part-time,Mixed,Meets Expectations,0.9,1.1,2,unfavorable,2024-11-18,2024-10-09,30.0
f78fb367-02e2-49b3-9486-60fe5ed7be7f,Cabin Manager,Abu Dhabi,USA,Manager 4,Ground Services,G2,Part-time,Short-haul,Meets Expectations,7.4,4.72,1,favorable,2024-08-19,2024-07-11,71.91
f78fb367-02e2-49b3-9486-60fe5ed7be7f,Cabin Crew,Abu Dhabi,UAE,Manager 1,Inflight,G1,Part-time,Mixed,Meets Expectations,2.6,1.5,2,unfavorable,2023-09-28,2024-10-30,30.0
ae553b8d-b9cd-412f-879b-acb8a17a3c4c,Flight Manager,Dammam,UK,Manager 14,Ground Services,G3,Full-time,Long-haul,High Performer,2.2,3.82,1,favorable,2023-09-15,2024-03-16,66.98
ae553b8d-b9cd-412f-879b-acb8a17a3c4c,Cabin Crew,Dammam,UAE,Manager 9,Operations,G3,Full-time,Short-haul,High Performer,3.7,3.61,4,favorable,2023-11-08,2023-06-02,48.29
674a9cd6-176c-4d70-bf67-d9e51eb822cb,Cabin Crew,Jeddah,UAE,Manager 4,Training,G2,Full-time,Long-haul,Meets Expectations,0.2,2.37,3,unfavorable,2023-04-12,2024-07-10,30.91
674a9cd6-176c-4d70-bf67-d9e51eb822cb,Cabin Crew,Jeddah,USA,Manager 18,Inflight,G2,Contract,Long-haul,High Performer,1.9,1.74,1,unfavorable,2023-05-24,2023-05-09,30.0
674a9cd6-176c-4d70-bf67-d9e51eb822cb,Cabin Crew,Riyadh,UAE,Manager 14,Training,G2,Part-time,Short-haul,Meets Expectations,0.9,1.71,3,unfavorable,2023-08-07,2024-01-08,30.0
0913f1ae-48bc-4241-ac7e-ba45bd1bbe98,Cabin Manager,Riyadh,INDIA,Manager 4,Operations,G2,Contract,Long-haul,High Performer,0.7,3.34,1,neutral,2023-05-29,2023-09-06,47.33
0913f1ae-48bc-4241-ac7e-ba45bd1bbe98,Cabin Manager,Riyadh,UAE,Manager 10,Ground Services,G1,Contract,Mixed,Meets Expectations,2.1,3.19,2,neutral,2024-09-02,2024-11-15,36.89
0913f1ae-48bc-4241-ac7e-ba45bd1bbe98,Cabin Crew,Riyadh,INDIA,Manager 3,Operations,G1,Part-time,Short-haul,High Performer,8.1,4.5,3,favorable,2023-08-14,2024-04-27,70.44
0913f1ae-48bc-4241-ac7e-ba45bd1bbe98,Cabin Crew,Jeddah,USA,Manager 7,Training,G1,Full-time,Long-haul,High Performer,1.1,3.56,4,favorable,2024-07-12,2023-08-23,50.9
e553e078-fcbb-4817-bb24-325f0c60efe8,Cabin Crew,Abu Dhabi,UK,Manager 10,Operations,G1,Part-time,Long-haul,High Performer,3.8,4.28,1,favorable,2024-08-22,2024-05-19,65.16
e553e078-fcbb-4817-bb24-325f0c60efe8,Cabin Crew,Riyadh,CANADA,Manager 13,Operations,G2,Contract,Long-haul,Low Performer,6.9,1.13,6,unfavorable,2023-05-09,2023-07-16,30.0
e553e078-fcbb-4817-bb24-325f0c60efe8,Cabin Crew,Abu Dhabi,INDIA,Manager 4,Ground Services,G1,Contract,Short-haul,Meets Expectations,1.4,3.68,1,favorable,2023-05-31,2023-10-20,50.42
b1609b7c-e866-4a83-bc9b-830e9b93196d,Cabin Crew,Riyadh,UK,Manager 18,Training,G1,Full-time,Mixed,Meets Expectations,12.9,1.93,0,unfavorable,2023-07-25,2023-10-01,36.71
b1609b7c-e866-4a83-bc9b-830e9b93196d,Cabin Manager,Dammam,UK,Manager 11,Training,G1,Contract,Long-haul,Low Performer,10.1,2.01,0,unfavorable,2024-04-02,2023-06-16,30.0
e768e5b5-5d86-45b1-b6fb-58c4de6c9ebe,Cabin Manager,Riyadh,INDIA,Manager 4,Training,G2,Contract,Long-haul,Meets Expectations,1.4,3.88,0,favorable,2024-08-18,2024-05-11,62.35
e768e5b5-5d86-45b1-b6fb-58c4de6c9ebe,Cabin Crew,Riyadh,USA,Manager 14,Inflight,G3,Part-time,Long-haul,High Performer,22.8,4.17,4,favorable,2024-01-28,2024-09-24,70.03
e768e5b5-5d86-45b1-b6fb-58c4de6c9ebe,Cabin Manager,Riyadh,PHILIPPINES,Manager 18,Operations,G2,Full-time,Short-haul,Meets Expectations,5.5,2.49,2,unfavorable,2024-03-09,2024-10-20,36.48
33fa917f-f7a3-40f2-ac5e-c39b47c69970,Cabin Crew,Jeddah,UK,Manager 8,Training,G3,Part-time,Long-haul,Meets Expectations,1.7,4.16,4,favorable,2024-02-15,2024-01-18,51.66
33fa917f-f7a3-40f2-ac5e-c39b47c69970,Cabin Crew,Dammam,UK,Manager 10,Operations,G3,Part-time,Long-haul,Meets Expectations,5.7,2.77,3,neutral,2024-10-02,2024-02-06,36.71
33fa917f-f7a3-40f2-ac5e-c39b47c69970,Cabin Crew,Riyadh,USA,Manager 5,Ground Services,G1,Part-time,Long-haul,Low Performer,5.5,4.43,2,favorable,2024-10-08,2024-10-18,57.89
f7f83517-6715-471b-9400-395d0bc2dbec,Cabin Crew,Riyadh,USA,Manager 7,Ground Services,G1,Contract,Short-haul,Meets Expectations,4.7,1.1,3,unfavorable,2023-11-20,2024-02-07,30.0
f7f83517-6715-471b-9400-395d0bc2dbec,Flight Manager,Abu Dhabi,UAE,Manager 12,Inflight,G1,Contract,Mixed,Meets Expectations,6.2,1.33,6,unfavorable,2024-09-19,2024-08-21,30.0
f7f83517-6715-471b-9400-395d0bc2dbec,Cabin Crew,Dammam,USA,Manager 3,Inflight,G2,Full-time,Short-haul,Meets Expectations,1.6,4.11,2,favorable,2024-06-09,2024-07-14,50.23
eeee4615-63f0-46ea-9045-33f51b40edb7,Cabin Crew,Riyadh,UK,Manager 4,Ground Services,G2,Contract,Mixed,High Performer,19.3,3.5,1,neutral,2023-08-06,2023-11-14,62.19
eeee4615-63f0-46ea-9045-33f51b40edb7,Cabin Crew,Abu Dhabi,INDIA,Manager 10,Training,G1,Full-time,Mixed,Meets Expectations,9.8,3.24,1,neutral,2024-07-08,2023-11-20,45.3
eeee4615-63f0-46ea-9045-33f51b40edb7,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 4,Ground Services,G2,Part-time,Short-haul,High Performer,6.8,3.46,2,neutral,2023-05-23,2024-01-13,58.51
04c3059e-82ed-4aba-9a76-466e1e248024,Cabin Manager,Jeddah,UAE,Manager 15,Operations,G2,Part-time,Long-haul,High Performer,0.1,4.72,1,favorable,2024-05-04,2024-02-08,64.39
04c3059e-82ed-4aba-9a76-466e1e248024,Cabin Crew,Abu Dhabi,INDIA,Manager 10,Inflight,G3,Contract,Mixed,Low Performer,4.5,3.62,2,favorable,2023-10-01,2024-12-21,42.61
a5ea74b2-acc1-4591-92c9-2782eb86e24c,Cabin Crew,Riyadh,PHILIPPINES,Manager 16,Inflight,G2,Contract,Long-haul,High Performer,6.1,3.59,3,favorable,2023-08-26,2024-07-30,49.02
a5ea74b2-acc1-4591-92c9-2782eb86e24c,Cabin Crew,Jeddah,PHILIPPINES,Manager 15,Ground Services,G3,Full-time,Mixed,Meets Expectations,9.6,4.04,4,favorable,2024-05-06,2024-12-11,49.87
a5ea74b2-acc1-4591-92c9-2782eb86e24c,Cabin Crew,Jeddah,PHILIPPINES,Manager 19,Training,G1,Contract,Long-haul,Meets Expectations,14.6,4.47,3,favorable,2023-10-27,2024-01-24,60.96
a5ea74b2-acc1-4591-92c9-2782eb86e24c,Cabin Crew,Riyadh,CANADA,Manager 20,Training,G2,Contract,Long-haul,Meets Expectations,12.4,2.05,2,unfavorable,2023-09-04,2023-11-08,30.0
a5ea74b2-acc1-4591-92c9-2782eb86e24c,Cabin Crew,Dammam,INDIA,Manager 19,Operations,G3,Contract,Short-haul,Meets Expectations,2.6,3.47,4,neutral,2024-11-13,2023-07-31,38.76
dcbf2e62-f5bd-4f7c-85ca-fbf9bb9cbbd0,Cabin Crew,Abu Dhabi,UAE,Manager 18,Inflight,G2,Part-time,Long-haul,High Performer,11.3,3.34,5,neutral,2023-04-21,2024-08-06,49.7
dcbf2e62-f5bd-4f7c-85ca-fbf9bb9cbbd0,Cabin Manager,Jeddah,UAE,Manager 12,Ground Services,G3,Contract,Mixed,Meets Expectations,0.0,1.54,0,unfavorable,2023-08-30,2023-11-27,30.0
dcbf2e62-f5bd-4f7c-85ca-fbf9bb9cbbd0,Cabin Manager,Dammam,PHILIPPINES,Manager 16,Ground Services,G3,Contract,Long-haul,Meets Expectations,2.2,3.08,1,neutral,2023-12-03,2024-04-01,43.19
bb2eb68d-b501-4e4f-86da-b314819094a6,Cabin Manager,Riyadh,INDIA,Manager 1,Inflight,G2,Part-time,Long-haul,Meets Expectations,0.6,1.28,1,unfavorable,2023-10-02,2024-09-15,30.0
bb2eb68d-b501-4e4f-86da-b314819094a6,Cabin Crew,Abu Dhabi,CANADA,Manager 16,Ground Services,G1,Part-time,Long-haul,Meets Expectations,10.7,1.74,2,unfavorable,2024-01-06,2024-11-14,30.0
bb2eb68d-b501-4e4f-86da-b314819094a6,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 2,Inflight,G3,Part-time,Mixed,High Performer,13.2,4.65,4,favorable,2024-09-30,2024-03-02,62.88
b272a3a3-3e62-4e27-8710-ba3aad77abe6,Cabin Crew,Jeddah,USA,Manager 15,Training,G1,Part-time,Mixed,Meets Expectations,1.5,1.48,2,unfavorable,2024-04-13,2024-08-31,30.0
b272a3a3-3e62-4e27-8710-ba3aad77abe6,Cabin Manager,Abu Dhabi,UAE,Manager 7,Training,G2,Contract,Mixed,Meets Expectations,2.3,3.32,3,neutral,2024-07-21,2023-07-09,46.72
b272a3a3-3e62-4e27-8710-ba3aad77abe6,Cabin Crew,Abu Dhabi,UK,Manager 1,Ground Services,G2,Contract,Long-haul,Meets Expectations,20.6,2.29,2,unfavorable,2024-04-20,2023-04-21,49.68
b272a3a3-3e62-4e27-8710-ba3aad77abe6,Cabin Crew,Abu Dhabi,PHILIPPINES,Manager 5,Training,G1,Contract,Short-haul,Meets Expectations,4.2,3.22,2,neutral,2024-01-31,2024-01-21,52.06
a29b25dd-4394-4394-a646-fc50d15b6e7b,Cabin Crew,Abu Dhabi,USA,Manager 10,Training,G2,Full-time,Mixed,Low Performer,3.4,1.94,4,unfavorable,2023-05-13,2024-01-24,30.0
a29b25dd-4394-4394-a646-fc50d15b6e7b,Cabin Crew,Riyadh,UAE,Manager 4,Operations,G3,Part-time,Long-haul,Meets Expectations,3.5,2.78,1,neutral,2024-05-08,2023-10-25,40.88
a29b25dd-4394-4394-a646-fc50d15b6e7b,Cabin Crew,Dammam,CANADA,Manager 14,Inflight,G1,Contract,Mixed,Meets Expectations,6.0,4.47,0,favorable,2024-02-16,2023-04-10,64.87
e01a57e8-4244-4f40-b27c-2611670294d1,Cabin Crew,Riyadh,INDIA,Manager 13,Inflight,G2,Contract,Short-haul,High Performer,15.5,2.5,0,unfavorable,2024-12-14,2024-01-02,47.89
e01a57e8-4244-4f40-b27c-2611670294d1,Cabin Manager,Riyadh,UAE,Manager 1,Ground Services,G2,Contract,Long-haul,Meets Expectations,2.3,2.41,4,unfavorable,2023-05-11,2023-04-06,30.0
